transaction_id,timestamp,amount_kes,hour_of_day,is_fraud,transaction_type,day_of_week,day_of_month,user_id,user_avg_amount,amount_deviation,time_diff,is_night,is_large_tx,is_weekend
TXN0006802,2024-03-28 10:00:00,31455.318494753275,10,0,send_money,3,28,USER00207,572.4814735517457,54.945565835695255,4752000.0,0,1,0
TXN0009156,2024-04-08 18:00:00,180.33,18,0,paybill,0,8,USER01903,298.7683568492804,0.6035779755985706,3211200.0,0,0,0
TXN0008433,2024-07-09 17:00:00,607.89,17,0,paybill,1,9,USER01112,2164.2407821738716,0.2808790985767327,1832400.0,0,0,0
TXN0000074,2024-07-05 15:00:00,46741.98,15,0,withdraw,4,5,USER00084,2408.9276997168663,19.403645865126556,,0,1,0
TXN0008204,2024-01-31 15:00:00,4524.108864067431,15,0,buy_goods,2,31,USER01249,4893.36243284612,0.9245399101648146,,0,0,0
TXN0008289,2024-08-25 13:00:00,3611.6664786946026,13,0,withdraw,6,25,USER01785,3770.437282791226,0.9578906126296611,770400.0,0,0,1
TXN0009356,2024-05-14 17:00:00,2222.95,17,0,buy_goods,1,14,USER01987,2368.4003568284465,0.9385870904768732,2502000.0,0,0,0
TXN0009502,2024-08-11 13:00:00,939.29,13,0,send_money,6,11,USER01461,3985.773339713848,0.23566066605970992,6458400.0,0,0,1
TXN0001600,2024-11-25 10:00:00,7351.449867664157,10,0,paybill,0,25,USER01968,1683.5277470472302,4.366693617350827,2235600.0,0,0,0
TXN0000298,2024-07-24 14:00:00,848.48,14,0,send_money,2,24,USER01689,4809.438658991902,0.1764197570986067,6274800.0,0,0,0
TXN0004736,2024-07-28 13:00:00,717.923417943176,13,0,send_money,6,28,USER01751,4814.358176884876,0.14912131411205207,7347600.0,0,0,1
TXN0006718,2024-03-10 10:00:00,1592.99,10,0,send_money,6,10,USER01584,3204.6265599602675,0.4970906812991498,4395600.0,0,0,1
TXN0009591,2024-07-17 09:00:00,2725.87,9,0,paybill,2,17,USER00254,1585.2301316712017,1.7195421317952733,4726800.0,0,0,0
TXN0003815,2024-11-11 14:00:00,2057.05,14,0,paybill,0,11,USER00620,1668.7753060684686,1.2326704455174873,3553200.0,0,0,0
TXN0007391,2024-05-05 07:00:00,1380.36,7,0,buy_goods,6,5,USER01481,3481.6570150468083,0.3964663934541645,1184400.0,0,0,1
TXN0001116,2024-02-17 09:00:00,7249.54,9,0,buy_goods,5,17,USER00012,1367.8864637514216,5.2998111993287615,3956400.0,0,0,1
TXN0004722,2024-08-29 10:00:00,2197.9666818710243,10,0,paybill,3,29,USER01564,3704.4331430645443,0.5933341477591698,4899600.0,0,0,0
TXN0005858,2024-11-10 07:00:00,1072.52,7,0,send_money,6,10,USER00228,4103.50033363176,0.2613671043742251,6901200.0,0,0,1
TXN0005713,2024-11-01 18:00:00,2966.59,18,0,paybill,4,1,USER00605,2371.5056922615154,1.2509310054284544,759600.0,0,0,0
TXN0003706,2024-04-27 15:00:00,751.2611566381978,15,0,send_money,5,27,USER01915,2217.700998663783,0.3387567382126131,,0,0,1
TXN0002323,2024-11-17 11:00:00,1128.59,11,0,buy_goods,6,17,USER00266,848.079025811694,1.3307604193133178,860400.0,0,0,1
TXN0005820,2024-07-22 17:00:00,10179.51,17,0,send_money,0,22,USER00985,2377.5622922411303,4.2814903454767625,14248800.0,0,0,0
TXN0008446,2024-04-03 14:00:00,890.22,14,0,paybill,2,3,USER01331,3571.087573755861,0.2492854016077009,3114000.0,0,0,0
TXN0007996,2024-04-18 10:00:00,1920.93,10,0,buy_goods,3,18,USER00408,999.0012722235305,1.922850404108579,,0,0,0
TXN0008605,2024-01-14 12:00:00,6813.84,12,0,send_money,6,14,USER00945,702.1239809702685,9.704610844631631,,0,0,1
TXN0000251,2024-05-04 12:00:00,3465.61,12,0,send_money,5,4,USER01360,4563.920102004108,0.7593494019490353,,0,0,1
TXN0007450,2024-12-24 13:00:00,1231.26,13,0,withdraw,1,24,USER01925,1245.6553004127652,0.9884435923742345,72000.0,0,0,0
TXN0000030,2024-05-22 14:00:00,10846.57,14,0,paybill,2,22,USER01635,1557.7951485950464,6.962770432160076,11919600.0,0,0,0
TXN0009712,2024-01-07 01:00:00,60731.28,1,1,send_money,6,7,USER01507,3078.2386032707573,32.82094332509731,21.197049907662095,1,1,1
TXN0004914,2024-02-21 10:00:00,11743.07,10,0,buy_goods,2,21,USER01180,322.2384754115018,36.442172167690345,,0,0,0
TXN0002266,2024-10-27 14:00:00,8064.920441774606,14,0,send_money,6,27,USER00309,940.4713708606465,8.57540239039304,6393600.0,0,0,1
TXN0004543,2024-03-10 11:00:00,4494.53,11,0,send_money,6,10,USER00209,4197.098030810758,1.070866100101976,759600.0,0,0,1
TXN0001064,2024-03-23 12:00:00,70000.0,12,0,send_money,5,23,USER00741,4856.673578712968,14.413157249606673,1375200.0,0,1,1
TXN0009526,2024-10-26 17:00:00,554.8673075947653,17,0,buy_goods,5,26,USER01733,2957.0094161038687,0.1876447550599463,5878800.0,0,0,1
TXN0009162,2024-10-13 16:00:00,11079.79,16,0,buy_goods,6,13,USER01866,3441.308435091258,3.219644565136511,11574000.0,0,0,1
TXN0001910,2024-12-20 11:00:00,1004.96,11,0,deposit,4,20,USER01593,1874.5376690195458,0.5361108590181771,3553200.0,0,0,0
TXN0005118,2024-09-28 16:00:00,13883.303049871205,16,0,send_money,5,28,USER00761,4296.194957454219,3.2315346922938493,6022800.0,0,0,1
TXN0000620,2024-03-03 10:00:00,4760.04,10,0,withdraw,6,3,USER00622,349.94286544652925,13.602334752349243,,0,0,1
TXN0001263,2024-12-07 13:00:00,3910.52,13,0,withdraw,5,7,USER00494,4795.146536273787,0.8155162663785427,12362400.0,0,0,1
TXN0002711,2024-05-31 13:00:00,1791.7423322187374,13,0,buy_goods,4,31,USER00618,1440.0205687735654,1.2442477358116668,5698800.0,0,0,0
TXN0004604,2024-03-29 16:00:00,1709.0717710611352,16,0,buy_goods,4,29,USER01817,2646.419611523714,0.645805284853188,5101200.0,0,0,0
TXN0001098,2024-10-08 16:00:00,5800.47,16,0,paybill,1,8,USER01051,399.3553204182714,14.52458425725938,2268000.0,0,0,0
TXN0005883,2024-12-11 20:00:00,6966.83,20,0,send_money,2,11,USER00245,2079.4310231216486,3.3503539778594686,15566400.0,0,0,0
TXN0001289,2024-10-21 08:00:00,422.89,8,0,buy_goods,0,21,USER01810,4683.8802816492525,0.0902862529720967,9151200.0,0,0,0
TXN0004393,2024-08-13 08:00:00,2409.95,8,0,send_money,1,13,USER00183,2777.2727805622912,0.8677397542174727,6177600.0,0,0,0
TXN0004148,2024-01-16 15:00:00,684.25,15,0,paybill,1,16,USER01395,2837.562523749326,0.24114006097595597,,0,0,0
TXN0000945,2024-05-07 07:00:00,14805.44,7,0,send_money,1,7,USER00489,3753.2933513468524,3.9446530324327393,1443600.0,0,0,0
TXN0005418,2024-08-12 13:00:00,6219.72,13,0,buy_goods,0,12,USER00561,3456.342166527533,1.7995093368457604,864000.0,0,0,0
TXN0002131,2024-11-04 07:00:00,574.0,7,0,withdraw,0,4,USER00852,4214.523794349051,0.13619569564885003,6112800.0,0,0,0
TXN0009447,2024-07-08 15:00:00,135.49,15,0,send_money,0,8,USER00580,643.9043722458273,0.21041944400444787,7790400.0,0,0,0
TXN0002752,2024-02-29 11:00:00,3546.319042447653,11,0,deposit,3,29,USER01282,1852.884442339569,1.9139450693265287,,0,0,0
TXN0006068,2024-04-02 09:00:00,2505.71,9,0,buy_goods,1,2,USER00489,3753.2933513468524,0.6676030263131011,1364400.0,0,0,0
TXN0008998,2024-07-06 09:00:00,309.37,9,0,send_money,5,6,USER01138,2663.712366326977,0.11614241984640172,,0,0,1
TXN0000866,2024-06-05 10:00:00,6078.15,10,0,paybill,2,5,USER00184,2980.66658544732,2.039191511615456,8812800.0,0,0,0
TXN0003036,2024-09-04 12:00:00,3379.42,12,0,buy_goods,2,4,USER00968,3297.647582361377,1.0247971972735994,687600.0,0,0,0
TXN0004047,2024-01-26 14:00:00,3137.048010172974,14,0,send_money,4,26,USER01242,341.80372869001764,9.177922143201569,,0,0,0
TXN0005588,2024-01-21 18:00:00,957.09,18,0,send_money,6,21,USER01917,442.9902564143157,2.1605215603317065,,0,0,1
TXN0003316,2024-09-16 13:00:00,6681.69,13,0,buy_goods,0,16,USER00041,465.6955502152414,14.347764321372122,5457600.0,0,0,0
TXN0004319,2024-02-08 13:00:00,1285.09,13,0,buy_goods,3,8,USER00447,1365.396742527872,0.9411843165970987,,0,0,0
TXN0005046,2024-10-12 13:00:00,70000.0,13,0,buy_goods,5,12,USER00458,4295.481162519292,16.29619531585726,6141600.0,0,1,1
TXN0007970,2024-11-19 20:00:00,88.92,20,0,paybill,1,19,USER00975,4720.756997677629,0.0188359621229697,7376400.0,0,0,0
TXN0005241,2024-11-13 12:00:00,3329.3,12,0,paybill,2,13,USER00650,2248.641379712785,1.4805829111021902,23400000.0,0,0,0
TXN0009577,2024-02-06 15:00:00,15486.89,15,0,paybill,1,6,USER01969,4934.5937421295885,3.1384326267386764,,0,1,0
TXN0008746,2024-12-19 09:00:00,2459.94,9,0,send_money,3,19,USER00904,4636.175615287059,0.5305968117102241,4212000.0,0,0,0
TXN0009358,2024-03-27 17:00:00,10052.54884259971,17,0,send_money,2,27,USER00287,4734.807885926952,2.12311652020316,2948400.0,0,0,0
TXN0007573,2024-07-02 15:00:00,2282.04,15,0,buy_goods,1,2,USER00099,1674.3211788147478,1.3629643039070056,12549600.0,0,0,0
TXN0004630,2024-09-18 09:00:00,6986.4,9,0,buy_goods,2,18,USER01081,3530.138951059515,1.979072239607776,3852000.0,0,0,0
TXN0005380,2024-02-07 10:00:00,14552.03,10,0,buy_goods,2,7,USER00652,2834.8823190961616,5.133204261064208,,0,0,0
TXN0005589,2024-04-22 14:00:00,2030.99,14,0,paybill,0,22,USER01160,1928.026610294043,1.053403510696491,2498400.0,0,0,0
TXN0006599,2024-10-06 14:00:00,1640.02,14,0,buy_goods,6,6,USER01720,1640.7085776105407,0.9995803169313934,5806800.0,0,0,1
TXN0007941,2024-06-04 14:00:00,10173.26,14,0,withdraw,1,4,USER00143,249.71567057994247,40.73937360988803,5338800.0,0,0,0
TXN0009061,2024-06-02 17:00:00,6957.41,17,0,buy_goods,6,2,USER01445,2735.0678050412375,2.5437797144100784,8571600.0,0,0,1
TXN0008534,2024-07-20 13:00:00,1408.29,13,0,send_money,5,20,USER01826,2457.913318804344,0.5729616212361244,1378800.0,0,0,1
TXN0001308,2024-11-21 11:00:00,1130.9,11,0,paybill,3,21,USER01626,3117.295432818109,0.36278242610378436,1728000.0,0,0,0
TXN0000533,2024-06-09 13:00:00,5990.09,13,0,send_money,6,9,USER01988,4179.407275420064,1.4332391186733404,9140400.0,0,0,1
TXN0004159,2024-12-02 14:00:00,331.17,14,0,deposit,0,2,USER00264,1527.7908255103077,0.21676396694513705,1821600.0,0,0,0
TXN0009238,2024-03-15 13:00:00,2844.57,13,0,paybill,4,15,USER00452,3346.0227326283716,0.8501346904375423,,0,0,0
TXN0004985,2024-10-16 10:00:00,1045.45,10,0,buy_goods,2,16,USER00402,4825.0155117906415,0.21667287855247053,3618000.0,0,0,0
TXN0008026,2024-11-08 16:00:00,2675.56,16,0,withdraw,4,8,USER01416,4194.555277001721,0.6378649995792872,5367600.0,0,0,0
TXN0000271,2024-02-25 16:00:00,18062.062626683764,16,0,send_money,6,25,USER00723,1046.8769041648566,17.253282171787646,,0,1,1
TXN0006970,2024-04-13 10:00:00,1407.81,10,0,withdraw,5,13,USER00189,3825.848350509479,0.36797328880339053,4384800.0,0,0,1
TXN0001667,2024-06-06 18:00:00,3744.77,18,0,withdraw,3,6,USER00002,952.702061471796,3.9306832129814393,6739200.0,0,0,0
TXN0001810,2024-03-18 15:00:00,194.43,15,0,buy_goods,0,18,USER01715,1096.9573410538699,0.1772448141084566,,0,0,0
TXN0009003,2024-06-23 12:00:00,3873.66,12,0,send_money,6,23,USER01282,1852.884442339569,2.0906106778622804,1296000.0,0,0,1
TXN0006682,2024-10-03 17:00:00,420.26,17,0,send_money,3,3,USER00306,3079.8915029925965,0.13645285867753837,1483200.0,0,0,0
TXN0001901,2024-12-04 07:00:00,9592.84,7,0,deposit,2,4,USER00151,836.5665763276555,11.46691760279316,514800.0,0,0,0
TXN0003872,2024-02-02 10:00:00,5800.0,10,0,send_money,4,2,USER01631,1048.4725067579634,5.531857023065376,162000.0,0,0,0
TXN0008966,2024-07-18 14:00:00,10154.12,14,0,deposit,3,18,USER01729,4638.103593012089,2.1892827092733578,3186000.0,0,0,0
TXN0008840,2024-08-21 14:00:00,784.64,14,0,paybill,2,21,USER00095,2673.8114132942737,0.29345375522699374,6919200.0,0,0,0
TXN0005271,2024-10-26 09:00:00,3493.724707177768,9,0,send_money,5,26,USER00855,4968.745788255699,0.7031401597231353,18813600.0,0,0,1
TXN0007696,2024-06-04 12:00:00,718.4,12,0,send_money,1,4,USER00192,2517.306923569002,0.2853843499470707,,0,0,0
TXN0003950,2024-05-05 07:00:00,3207.05,7,0,buy_goods,6,5,USER01255,418.2017206650597,7.668667634604368,752400.0,0,0,1
TXN0006906,2024-03-15 10:00:00,830.68,10,0,paybill,4,15,USER01649,3574.442787420221,0.23239426377825054,,0,0,0
TXN0000378,2024-02-05 16:00:00,1418.27,16,0,send_money,0,5,USER01744,1526.243162199566,0.9292555964385393,,0,0,0
TXN0004302,2024-11-29 16:00:00,1311.9288792255943,16,0,send_money,4,29,USER01291,691.4299613283031,1.8974139863786832,19378800.0,0,0,0
TXN0009917,2024-08-14 23:00:00,70000.0,23,1,paybill,2,14,USER00007,4747.0085181437735,80.08294848567394,30.676642096065592,1,1,0
TXN0005892,2024-07-23 13:00:00,296.69,13,0,send_money,1,23,USER01144,2032.5894897161097,0.14596651291424245,7783200.0,0,0,0
TXN0004157,2024-02-21 17:00:00,4002.88,17,0,send_money,2,21,USER00504,4291.025814405852,0.9328492004316341,,0,0,0
TXN0008301,2024-08-06 11:00:00,2169.86,11,0,buy_goods,1,6,USER01518,2450.2053044946033,0.8855829329973518,2070000.0,0,0,0
TXN0007986,2024-09-30 16:00:00,191.25745462234826,16,0,paybill,0,30,USER01999,583.0446656641856,0.32803225187640467,712800.0,0,0,0
TXN0004074,2024-10-25 15:00:00,2348.152511141509,15,0,withdraw,4,25,USER01318,3803.232063480328,0.6174097378093517,1033200.0,0,0,0
TXN0008820,2024-07-27 09:00:00,4211.042694599828,9,0,send_money,5,27,USER00194,1387.968833912569,3.0339605556770666,4759200.0,0,0,1
TXN0006024,2024-01-17 09:00:00,5372.45,9,0,send_money,2,17,USER01475,625.0088364871146,8.595798469340137,,0,0,0
TXN0003547,2024-06-01 13:00:00,13530.31,13,0,send_money,5,1,USER01222,1398.5895132079029,9.67425386235446,9147600.0,0,0,1
TXN0007252,2024-06-18 11:00:00,6288.47,11,0,paybill,1,18,USER01968,1683.5277470472302,3.735293351136898,1544400.0,0,0,0
TXN0008729,2024-03-29 11:00:00,5716.592160481805,11,0,paybill,4,29,USER00530,3773.321821810708,1.5150025442936053,,0,0,0
TXN0009430,2024-06-19 16:00:00,3403.25,16,0,buy_goods,2,19,USER00857,4389.0897455923305,0.7753885651159574,968400.0,0,0,0
TXN0005455,2024-11-26 10:00:00,3280.417863576697,10,0,paybill,1,26,USER00605,2371.5056922615154,1.3832637527630915,2131200.0,0,0,0
TXN0004456,2024-07-22 15:00:00,727.04,15,0,deposit,0,22,USER01569,201.5093693784637,3.607971193808432,540000.0,0,0,0
TXN0003182,2024-02-24 11:00:00,1144.26,11,0,send_money,5,24,USER00152,717.328997742448,1.5951676338209857,950400.0,0,0,1
TXN0004417,2024-12-17 07:00:00,4321.0,7,0,send_money,1,17,USER00111,3132.7492564507243,1.379299665015487,7815600.0,0,0,0
TXN0006323,2024-05-17 12:00:00,824.29,12,0,withdraw,4,17,USER00651,969.7113124319347,0.8500364896566657,4478400.0,0,0,0
TXN0004335,2024-02-21 08:00:00,4942.45,8,0,deposit,2,21,USER00834,3139.946046861187,1.5740557086771176,,0,0,0
TXN0006069,2024-10-19 10:00:00,1698.83,10,0,send_money,5,19,USER00279,2069.527482731239,0.8208782024764345,3092400.0,0,0,1
TXN0004506,2024-08-31 15:00:00,3223.722224776669,15,0,send_money,5,31,USER00795,3013.7884896296414,1.0696577533126175,3556800.0,0,0,1
TXN0007738,2024-09-27 15:00:00,4111.283368733295,15,0,paybill,4,27,USER01015,1968.299143746847,2.0887492542963115,6472800.0,0,0,0
TXN0005103,2024-02-25 11:00:00,7424.843670836912,11,0,buy_goods,6,25,USER00833,3611.479808030326,2.0559006461360685,,0,0,1
TXN0007962,2024-12-22 09:00:00,1433.08,9,0,buy_goods,6,22,USER00823,2106.4390527295104,0.6803329999712187,3315600.0,0,0,1
TXN0007930,2024-04-25 16:00:00,1589.548068182674,16,0,send_money,3,25,USER01826,2457.913318804344,0.6467063162975626,4770000.0,0,0,0
TXN0004672,2024-01-19 15:00:00,107.01,15,0,paybill,4,19,USER01097,3872.2363483532076,0.02763519330257551,,0,0,0
TXN0005514,2024-11-24 09:00:00,1421.82,9,0,send_money,6,24,USER00531,2130.0680621231973,0.667499797439696,1627200.0,0,0,1
TXN0006533,2024-11-23 07:00:00,1379.65,7,0,buy_goods,5,23,USER01056,1256.2755544262889,1.0982065161890804,8085600.0,0,0,1
TXN0008722,2024-12-19 10:00:00,747.49,10,0,paybill,3,19,USER01984,1326.4137933281438,0.5635420890221979,3963600.0,0,0,0
TXN0005108,2024-10-28 16:00:00,16762.437658048595,16,0,send_money,0,28,USER01525,1698.0240355552978,9.871731675792708,3398400.0,0,1,0
TXN0001437,2024-11-24 15:00:00,992.43,15,0,send_money,6,24,USER01832,3026.0011495796393,0.3279674894168049,15735600.0,0,0,1
TXN0002020,2024-11-19 19:00:00,5915.16,19,0,buy_goods,1,19,USER00358,3270.054129791537,1.8088874878585224,698400.0,0,0,0
TXN0006061,2024-08-02 11:00:00,28982.66,11,0,paybill,4,2,USER01011,3490.673308748929,8.302885270689368,1551600.0,0,1,0
TXN0006697,2024-02-16 12:00:00,591.46,12,0,withdraw,4,16,USER00784,683.7873521271142,0.8649765137657142,,0,0,0
TXN0003979,2024-09-23 12:00:00,1741.03,12,0,paybill,0,23,USER00676,4625.417538765628,0.3764049375885369,4338000.0,0,0,0
TXN0000455,2024-10-13 13:00:00,2715.61,13,0,send_money,6,13,USER00574,1012.9032765898811,2.6810161076214345,1540800.0,0,0,1
TXN0000019,2024-11-04 11:00:00,687.71,11,0,buy_goods,0,4,USER01324,2924.812331400429,0.23512961587888195,428400.0,0,0,0
TXN0006380,2024-09-03 14:00:00,8540.55,14,0,paybill,1,3,USER01651,4129.228501734122,2.068316150683666,8913600.0,0,0,0
TXN0009545,2024-07-20 09:00:00,4853.38,9,0,send_money,5,20,USER01249,4893.36243284612,0.9918292516863777,601200.0,0,0,1
TXN0000299,2024-01-31 09:00:00,25181.53495467629,9,0,send_money,2,31,USER00533,326.3934150270442,77.15086700689046,,0,1,0
TXN0008428,2024-06-05 11:00:00,2149.39,11,0,send_money,2,5,USER00788,3738.8742947260357,0.574876240966934,3528000.0,0,0,0
TXN0000218,2024-08-19 14:00:00,370.89,14,0,buy_goods,0,19,USER00854,376.1793415466313,0.985939308828378,1306800.0,0,0,0
TXN0004685,2024-07-02 12:00:00,1712.91,12,0,buy_goods,1,2,USER00911,659.4397973569196,2.597522938205219,6458400.0,0,0,0
TXN0004069,2024-07-09 17:00:00,34027.47,17,0,paybill,1,9,USER01540,490.0978545133068,69.42995095089957,493200.0,0,1,0
TXN0001344,2024-02-28 15:00:00,2769.00484338464,15,0,paybill,2,28,USER01414,2042.2955250090927,1.3558296580864868,,0,0,0
TXN0002734,2024-08-16 18:00:00,1028.33,18,0,send_money,4,16,USER00925,388.59008860788526,2.6463104184771353,1742400.0,0,0,0
TXN0000900,2024-04-09 10:00:00,5506.14,10,0,buy_goods,1,9,USER00344,777.2672741565888,7.083972506078688,842400.0,0,0,0
TXN0005315,2024-11-12 13:00:00,455.31,13,0,withdraw,1,12,USER01069,4322.754571867221,0.10532867236164373,8125200.0,0,0,0
TXN0009033,2024-10-17 17:00:00,6415.28,17,0,deposit,3,17,USER00901,2024.4533385707782,3.16889496921132,1648800.0,0,0,0
TXN0009318,2024-03-21 14:00:00,1932.51,14,0,send_money,3,21,USER00618,1440.0205687735654,1.3420016643553065,2667600.0,0,0,0
TXN0008322,2024-01-21 10:00:00,786.48,10,0,buy_goods,6,21,USER00423,2443.473337191632,0.32186968772244867,,0,0,1
TXN0009648,2024-09-01 14:00:00,1052.79,14,0,buy_goods,6,1,USER01055,2881.7955806225127,0.36532431622807227,,0,0,1
TXN0002673,2024-07-24 10:00:00,1668.35,10,0,withdraw,2,24,USER01725,883.3025913200652,1.8887638464942218,4237200.0,0,0,0
TXN0007752,2024-03-26 09:00:00,1345.6962782904404,9,0,buy_goods,1,26,USER00361,4786.719560814883,0.2811312133901889,1094400.0,0,0,0
TXN0005010,2024-03-21 10:00:00,1245.44,10,0,paybill,3,21,USER00833,3611.479808030326,0.3448558669027292,2156400.0,0,0,0
TXN0001856,2024-03-13 16:00:00,1421.09,16,0,buy_goods,2,13,USER00683,2602.674535637335,0.546011412699363,,0,0,0
TXN0005274,2024-06-18 13:00:00,5757.84,13,0,buy_goods,1,18,USER01811,2109.3363194178983,2.729692722300898,9864000.0,0,0,0
TXN0001742,2024-06-27 16:00:00,7462.146002944405,16,0,paybill,3,27,USER01954,1531.9743563128181,4.870934015439021,2160000.0,0,0,0
TXN0004578,2024-03-24 19:00:00,490.8,19,0,buy_goods,6,24,USER00718,2805.807088097395,0.1749229311174095,1836000.0,0,0,1
TXN0008647,2024-01-30 09:00:00,687.6518918873566,9,0,deposit,1,30,USER01175,2558.846406768626,0.2687351183206577,,0,0,0
TXN0007753,2024-04-17 12:00:00,7784.06,12,0,paybill,2,17,USER01274,1696.3449566802476,4.588724698562155,3085200.0,0,0,0
TXN0003939,2024-05-29 12:00:00,6329.092547683488,12,0,buy_goods,2,29,USER01117,3987.913543677085,1.5870686458883716,6652800.0,0,0,0
TXN0000493,2024-09-17 10:00:00,1137.74,10,0,send_money,1,17,USER01281,3509.8304265826528,0.3241581107118502,9579600.0,0,0,0
TXN0002603,2024-02-21 11:00:00,2924.52,11,0,paybill,2,21,USER01559,840.0656248177739,3.4812994528068963,,0,0,0
TXN0006004,2024-09-03 10:00:00,14878.22,10,0,paybill,1,3,USER01540,490.0978545133068,30.357651768900034,414000.0,0,0,0
TXN0001147,2024-05-24 14:00:00,4540.39,14,0,paybill,4,24,USER00596,3723.0716920143527,1.2195279531518881,90000.0,0,0,0
TXN0005048,2024-01-01 11:00:00,1312.38,11,0,send_money,0,1,USER01526,1000.021166456235,1.3123522221541248,,0,0,0
TXN0006764,2024-03-20 16:00:00,1065.94,16,0,buy_goods,2,20,USER01910,2526.125304193283,0.42196639977857614,3366000.0,0,0,0
TXN0001537,2024-08-19 15:00:00,1043.29,15,0,send_money,0,19,USER01996,3215.6893954140983,0.3244374290277656,19342800.0,0,0,0
TXN0006619,2024-04-19 15:00:00,9988.0,15,0,buy_goods,4,19,USER00608,3028.780414671825,3.297696971235276,273600.0,0,0,0
TXN0003564,2024-03-25 13:00:00,70000.0,13,0,buy_goods,0,25,USER00689,3409.8745932004135,20.528614201702926,1918800.0,0,1,0
TXN0002821,2024-08-05 10:00:00,3769.15,10,0,buy_goods,0,5,USER00982,4872.067849795362,0.7736242836105645,1886400.0,0,0,0
TXN0007944,2024-11-19 12:00:00,2424.83,12,0,withdraw,1,19,USER01515,712.9695668242011,3.4010287575120257,1900800.0,0,0,0
TXN0001939,2024-03-23 08:00:00,8287.11,8,0,buy_goods,5,23,USER00856,2612.6779469824014,3.171883472883243,4910400.0,0,0,1
TXN0006828,2024-12-29 15:00:00,6096.431457423503,15,0,buy_goods,6,29,USER01684,3039.568739694836,2.005689615703696,1134000.0,0,0,1
TXN0000946,2024-03-01 09:00:00,89.05,9,0,paybill,4,1,USER00271,2294.7753451907115,0.038805541547510106,2743200.0,0,0,0
TXN0006999,2024-08-21 14:00:00,7718.98,14,0,send_money,2,21,USER01412,2328.529754418018,3.3149587139071133,3996000.0,0,0,0
TXN0004208,2024-01-12 09:00:00,13504.3,9,0,withdraw,4,12,USER01787,1135.122272243529,11.896780047588377,349200.0,0,0,0
TXN0006673,2024-01-06 08:00:00,6652.89,8,0,send_money,5,6,USER01120,4085.196003328883,1.628536303907767,,0,0,1
TXN0009966,2024-07-24 23:00:00,45000.0,23,1,deposit,2,24,USER01606,1974.8440167787858,25.314547243182346,8.036791169556322,1,1,0
TXN0000659,2024-04-28 14:00:00,720.9896305823784,14,0,withdraw,6,28,USER00356,2467.021644413339,0.2922510356628147,,0,0,1
TXN0009761,2024-03-19 02:00:00,9262.315,2,1,send_money,1,19,USER01481,3481.6570150468083,16.459429829078495,55.53563698944783,1,0,0
TXN0009864,2024-01-25 00:00:00,29224.47,0,1,buy_goods,3,25,USER01917,442.9902564143157,204.53555045778938,7.925751169588869,1,1,0
TXN0008772,2024-10-27 13:00:00,567.5032284709686,13,0,withdraw,6,27,USER01992,1139.1831627842669,0.49816679793962126,4057200.0,0,0,1
TXN0005708,2024-05-15 14:00:00,1380.35,14,0,buy_goods,2,15,USER00446,1138.8448211196273,1.2120615332323703,6832800.0,0,0,0
TXN0002617,2024-05-26 11:00:00,14719.656489751469,11,0,send_money,6,26,USER01954,1531.9743563128181,9.608291698288598,3373200.0,0,0,1
TXN0007835,2024-02-17 13:00:00,2809.04,13,0,send_money,5,17,USER00587,4714.274852292446,0.5958583425898528,867600.0,0,0,1
TXN0001226,2024-02-21 12:00:00,1665.79,12,0,paybill,2,21,USER00675,373.58651059277844,4.458913672650685,763200.0,0,0,0
TXN0009428,2024-01-31 12:00:00,326.50282103302544,12,0,paybill,2,31,USER01540,490.0978545133068,0.6661992457756423,,0,0,0
TXN0008193,2024-08-22 10:00:00,2665.49,10,0,paybill,3,22,USER00174,1255.395443019694,2.1232273980447967,3171600.0,0,0,0
TXN0005378,2024-01-20 16:00:00,616.71,16,0,send_money,5,20,USER01298,4482.758526429209,0.13757377212357838,,0,0,1
TXN0000756,2024-12-24 14:00:00,934.57,14,0,paybill,1,24,USER00592,3783.046633210337,0.2470416282463093,7200.0,0,0,0
TXN0005995,2024-03-02 15:00:00,7178.3,15,0,send_money,5,2,USER01551,3210.3784374971324,2.2359669240727675,,0,0,1
TXN0006635,2024-03-11 11:00:00,630.92,11,0,send_money,0,11,USER00422,462.43522686173367,1.364342427547464,,0,0,0
TXN0008238,2024-10-23 14:00:00,3539.62,14,0,send_money,2,23,USER00789,868.3864336361878,4.076088551013604,262800.0,0,0,0
TXN0006385,2024-01-27 14:00:00,3340.824205570664,14,0,withdraw,5,27,USER01515,712.9695668242011,4.68578795088237,,0,0,1
TXN0001510,2024-11-07 16:00:00,3856.32,16,0,paybill,3,7,USER01220,3926.1479881451146,0.9822146316552616,9010800.0,0,0,0
TXN0009593,2024-05-25 12:00:00,7798.433362399344,12,0,buy_goods,5,25,USER00653,2377.481357980458,3.280123874041095,1184400.0,0,0,1
TXN0000906,2024-01-08 16:00:00,3087.16,16,0,send_money,0,8,USER00855,4968.745788255699,0.6213157467819985,,0,0,0
TXN0001045,2024-03-30 14:00:00,5769.479446003843,14,0,buy_goods,5,30,USER00877,2553.664536036041,2.259294188640608,,0,0,1
TXN0003951,2024-03-18 17:00:00,601.42,17,0,send_money,0,18,USER00467,3972.309790039327,0.15140309587839215,,0,0,0
TXN0004534,2024-07-10 13:00:00,820.43,13,0,paybill,2,10,USER01808,3791.1054309600104,0.21640917535554924,,0,0,0
